run_number,date,total_documents_captured,new_diff_records,issue_count,success_zero_docs_count,fetch_failed_status_count,fetch_error_count
1,2026-05-16 08:07:51,458,38,5,1,0,4
2,2026-05-16 10:53:10,test,test_urls.csv,8,137,0,3,0,3,0,False,chandra-asri.com,output_test.csv,raw_links_test.csv,capture_issues_test.csv
